	company_name	industry_name	industryID	first_date	first_employees_on_platform	first_followers_count	last_date	last_employees_on_platform	last_followers_count	slope1	r_value1	slope2	r_value2	z-score1	z-score2	industry_total
2422	Republic Bank	Banking	5	2017-04-12 00:00:00	952	2622	2018-07-17 00:00:00	1120	3221	38.28951848115215	0.9968042486598285	7.28208729896201e-06	0.06338600992319658	-0.24286762366842565	-0.07038442346803896	327
2436	Arizona Bank & Trust	Banking	5	2016-12-02 00:00:00	98	669	2018-07-17 00:00:00	108	808	6.513625524601987	0.9875704468753776	-5.658904918406143e-06	-0.03374012915480879	-0.2664923735056419	-0.07299922389249612	327
2441	Bank of Arkansas	Banking	5	2016-09-06 00:00:00	24	158	2018-07-17 00:00:00	31	216	2.597445712771628	0.9921032180409011	-2.4838049313087995e-05	-0.08396491217623057	-0.2694039759741723	-0.07687447812815151	327
2446	CNB Bank	Banking	5	2016-12-29 00:00:00	141	306	2018-07-17 00:00:00	358	720	24.92321343071057	0.9668315038684828	-3.36594799347242e-05	-0.06686540173467337	-0.2528052079086668	-0.0786568979106792	327
2449	Ohio Valley Bank	Banking	5	2017-02-19 00:00:00	123	741	2018-07-17 00:00:00	134	797	3.5734871711231415	0.9913585988709116	-2.394387361087417e-06	-0.01994188039370168	-0.26867830839605467	-0.07233960971831645	327
2472	Putnam Bank	Banking	5	2017-02-12 00:00:00	75	122	2018-07-17 00:00:00	76	141	1.086409027242851	0.988018236034332	-1.1542530412501964e-05	-0.02873070095685645	-0.27052740195434183	-0.07418804358892259	327
2487	Fox Chase Bank (now Univest Bank and Trust Co.)	Banking	5	2017-11-01 00:00:00	94	913	2018-02-17 00:00:00	94	912	-0.023629293901594583	-0.21880357438997314	2.521741734583343e-05	0.20804040574405355	-0.27135269355771613	-0.0667604889326022	327
2513	Banco Popular de Puerto Rico	Banking	5	2016-09-10 00:00:00	2354	13750	2018-07-17 00:00:00	3005	20045	253.31464303979868	0.9526929511917395	2.972601436060958e-05	0.31056781991033305	-0.08300068355251793	-0.06584950149130532	327
2531	First Financial Bank Texas	Banking	5	2016-11-20 00:00:00	457	2350	2018-07-17 00:00:00	611	4097	77.67306048968315	0.9920201982776541	-6.241606291773204e-05	-0.31545083147871167	-0.21358673677321566	-0.084467327600065	327
2553	Five Star Bank	Banking	5	2017-01-01 00:00:00	334	1306	2018-07-17 00:00:00	391	2097	40.82763909717257	0.9858870555938053	2.6827569701439797e-05	0.11132306360001856	-0.24098058103858813	-0.06643514857290167	327
2564	Bank of America	Banking	5	2015-09-16 00:00:00	198003	624321	2018-07-17 00:00:00	261629	947701	8923.974215262271	0.9969020700425789	1.3375356892560645e-06	0.06578441518099437	6.36346373516637	-0.0715855536295582	327
2574	First Savings Bank, Indiana	Banking	5	2016-11-20 00:00:00	48	77	2018-07-17 00:00:00	83	214	6.528836886414194	0.99063580436553	-4.47627846498379e-06	-0.005887034023128992	-0.26648106415808126	-0.07276026755124797	327
2598	Territorial Savings Bank	Banking	5	2017-11-01 00:00:00	85	165	2018-02-17 00:00:00	86	166	0.023629293901594583	0.21880357438997314	-0.00013953637598027488	-0.20804040574405236	-0.2713175577295574	-0.10004992157300363	327
2635	American River Bank	Banking	5	2016-12-05 00:00:00	79	574	2018-07-17 00:00:00	90	657	4.35804414982757	0.9673304920795587	1.2073176928087759e-05	0.08687672807799139	-0.2680950057527496	-0.0694163568016332	327
2643	WaterStone Bank	Banking	5	2017-03-31 00:00:00	146	666	2018-07-17 00:00:00	979	785	6.641493810470854	0.9807523425544641	1.2807365919589655e-05	0.060305864466377146	-0.2663973059564814	-0.06926800977735832	327
2652	MidSouth Bank	Banking	5	2016-11-24 00:00:00	410	1341	2018-07-17 00:00:00	466	2542	54.975596186559656	0.9611956824246555	5.304737568606342e-05	0.24860032536447949	-0.23046185392047133	-0.061137288975569984	327
2665	First National Bank, Ames/Ankeny/Des Moines	Banking	5	2016-12-05 00:00:00	56	292	2018-07-17 00:00:00	69	338	2.230774462019091	0.9925041149535594	-6.2668539733822515e-06	-0.03208032135479843	-0.26967658881886475	-0.07312206342599543	327
2675	Bank of Commerce Holdings	Banking	5	2016-12-24 00:00:00	44	113	2018-07-17 00:00:00	41	135	1.2050168626134232	0.9827038741487674	2.6502557760412483e-06	0.006866060831756315	-0.27043921936752374	-0.07132031113636571	327
2685	First Community Bank of South Carolina	Banking	5	2017-11-01 00:00:00	79	505	2018-02-17 00:00:00	82	624	8.071001126531996	0.36025468915400954	0.0030638976205302816	0.1363023696626323	-0.2653344954548664	0.5472219748241217	327
2690	Citizens First Bank	Banking	5	2017-02-23 00:00:00	125	92	2018-07-17 00:00:00	147	118	1.5718850329571799	0.9896616283944897	-1.257362288177665e-05	-0.028929241079040553	-0.2701664601169982	-0.07439638163449343	327
2694	Columbia Bank	Banking	5	2016-12-28 00:00:00	1232	4072	2018-07-17 00:00:00	1652	5392	65.52158591045256	0.9684160419046207	2.234463461588973e-05	0.21617592763736174	-0.22262111851286212	-0.06734095087674496	327
2700	United Bank	Banking	5	2017-04-04 00:00:00	687	2192	2018-07-17 00:00:00	908	3125	60.53701254147586	0.9989931350076369	-2.8681069882533345e-06	-0.017233869979319055	-0.22632705052391044	-0.07243532743929032	327
2705	BOK Financial	Banking	5	2016-09-06 00:00:00	3791	8192	2018-07-17 00:00:00	4797	11088	125.63582002922819	0.990381886668407	1.3325024462959389e-05	0.16057217377511432	-0.1779273708138167	-0.06916341395068668	327
2710	Berkshire Bank	Banking	5	2016-12-10 00:00:00	724	2486	2018-07-17 00:00:00	978	3765	61.59805204895477	0.9896892824494858	3.588703155398665e-05	0.25675616510122157	-0.22553818857230867	-0.06460463323841284	327
2728	IBC Bank	Banking	5	2017-02-13 00:00:00	1117	2726	2018-07-17 00:00:00	1354	3446	42.671942797678454	0.997800864612117	-1.2347865787608038e-05	-0.11190912301415394	-0.23960937760434056	-0.07435076614104895	327
2744	Bancolombia	Banking	5	2016-12-09 00:00:00	5697	38792	2018-07-17 00:00:00	8213	90016	2290.3100347555846	0.9218956484241985	0.00012152055141695146	0.45843094080599306	1.4314652235000755	-0.047301897843446364	327
2778	Elmira Savings Bank	Banking	5	2016-12-30 00:00:00	80	266	2018-07-17 00:00:00	92	403	8.488912140303988	0.9882410277419935	-3.7235714812981245e-05	-0.09505414590452096	-0.2650237868567452	-0.07937949632667043	327
2779	Nevada State Bank	Banking	5	2016-08-26 00:00:00	463	1435	2018-07-17 00:00:00	551	1990	23.575929336245682	0.9946094753276583	1.2162989372466335e-06	0.010088082814301525	-0.2538068870663514	-0.07161005019869982	327
2811	First Republic Bank	Banking	5	2016-04-30 00:00:00	2803	17124	2018-07-17 00:00:00	4191	33921	623.4836946587975	0.9984139614596014	-1.2073240611276174e-05	-0.15200781627996016	0.19221270711242514	-0.07429527657613944	327
2822	Union Bank of VT & NH	Banking	5	2017-04-04 00:00:00	83	339	2018-07-17 00:00:00	96	437	6.1968565589424145	0.9984685669210558	-5.989653139088812e-06	-0.02082453301234097	-0.2667278849853707	-0.07306605343487609	327
2850	CFBank	Banking	5	2016-12-29 00:00:00	73	961	2018-07-17 00:00:00	94	1036	4.1963310553276285	0.9640579462900729	9.928098027104699e-06	0.10834768965357992	-0.2682152362497552	-0.0698497820851487	327
2861	Mackinac Financial Corporation	Banking	5	2016-11-21 00:00:00	18	84	2018-07-17 00:00:00	20	110	1.1994765929131448	0.964598397090719	-4.957718396458272e-06	-0.009638193451633149	-0.2704433384487996	-0.07285754520322589	327
2873	Northeast Bank	Banking	5	2017-02-15 00:00:00	195	950	2018-07-17 00:00:00	210	1340	27.134721892650354	0.9314446388458695	-6.206993837512454e-05	-0.1926721766999088	-0.2511609949750553	-0.08439739118516551	327
2874	Home Federal Bank (Nasdaq: HFBL)	Banking	5	2017-01-26 00:00:00	34	105	2018-07-17 00:00:00	38	114	0.3114661338692951	0.8930630161918892	-3.102680370086647e-06	-0.007268267720639054	-0.27110355671477965	-0.07248272431335388	327
2881	ConnectOne Bank	Banking	5	2017-01-17 00:00:00	235	1758	2018-07-17 00:00:00	302	2223	23.195283963129025	0.986667786365858	2.008716415314499e-05	0.17333844519149735	-0.2540898893954715	-0.06779708550885317	327
2887	OceanFirst Bank	Banking	5	2016-12-27 00:00:00	284	1262	2018-07-17 00:00:00	489	1742	24.827951097762803	0.9910051960162662	1.3915754791467371e-05	0.09223804112671136	-0.25287603357477406	-0.06904405355793028	327
2904	First Interstate Bank	Banking	5	2017-01-18 00:00:00	964	2039	2018-07-17 00:00:00	1319	3584	89.03102878919711	0.9787276492716772	3.463949562253711e-05	0.18081633187327556	-0.20514231130570923	-0.06485670490558391	327
2915	Citizens Business Bank	Banking	5	2016-11-19 00:00:00	721	4774	2018-07-17 00:00:00	827	8290	198.69278804036966	0.9823143413355617	3.0175310575816063e-05	0.16725137761333553	-0.12361095567833112	-0.0657587186583899	327
2938	Ameris Bank	Banking	5	2016-11-18 00:00:00	786	2384	2018-07-17 00:00:00	1001	3274	42.76730203324763	0.9940833963714885	1.493609336005048e-05	0.1532989597411097	-0.23953847989304508	-0.06883788839861271	327
2960	AmTrust Bank, A Division of New York Community Bank	Banking	5	2016-04-30 00:00:00	676	2101	2018-07-17 00:00:00	703	2281	7.155744865285621	0.993891102573603	-3.4604222820235328e-06	-0.08229473830642825	-0.2660149704375352	-0.0725550080832122	327
2968	Stock Yards Bank &amp; Trust	Banking	5	2016-11-03 00:00:00	410	1135	2017-01-31 00:00:00	423	1185	18.0317996161612	0.9660988299613356	0.0002464417002227349	0.2303397732489727	-0.25792883819078305	-0.022060875560576145	327
2976	Central Pacific Bank	Banking	5	2016-12-10 00:00:00	430	958	2018-07-17 00:00:00	516	1496	30.805763548550402	0.972174274196491	2.3639106362457435e-05	0.11006087812831868	-0.24843164789167896	-0.0670793955635573	327
3017	Lake City Bank	Banking	5	2017-01-28 00:00:00	278	1082	2018-07-17 00:00:00	347	1342	14.48199078753767	0.9966679682091725	1.2192204023585957e-05	0.07941259886748077	-0.2605680510576204	-0.06939230670604525	327
3022	Dubuque Bank and Trust	Banking	5	2016-11-21 00:00:00	124	374	2018-07-17 00:00:00	133	554	8.891771633520134	0.9968398769505024	-1.5172222001532039e-05	-0.062283902787760186	-0.2647242687673624	-0.07492144323465505	327
